Ent Station,Ext Station,"Riders, Average Weekday, May 2012"
Stadium-Armory,Glenmont,0.2
Stadium-Armory,Greenbelt,1.1
Stadium-Armory,Grosvenor,0.9
Stadium-Armory,Huntington,1
Stadium-Armory,Judiciary Square,12
Stadium-Armory,King Street,10.9
Stadium-Armory,Landover,3.4
Stadium-Armory,Largo Town Center,10.6
Stadium-Armory,L'Enfant Plaza,47.1
Stadium-Armory,McPherson Square,82.6
Stadium-Armory,Medical Center,5.1
Stadium-Armory,Metro Center,62.5
Stadium-Armory,Minnesota Avenue,21.8
Stadium-Armory,Morgan Blvd.,5.5
Stadium-Armory,Mt. Vernon Square-UDC,3
Stadium-Armory,Navy Yard,6.5
Stadium-Armory,Naylor Road,2.5
Stadium-Armory,New Carrollton,22.1
Stadium-Armory,New York Ave,8.7
Stadium-Armory,Pentagon,28.6
Stadium-Armory,Pentagon City,9.5
Stadium-Armory,Potomac Avenue,5.9
Stadium-Armory,Prince George's Plaza,0.8
Stadium-Armory,Reagan Washington National Airport,7
Stadium-Armory,Rhode Island Avenue,5.4
Stadium-Armory,Rockville,1.7
Stadium-Armory,Rosslyn,23.7
Stadium-Armory,Shady Grove,2
Stadium-Armory,Shaw-Howard University,6.9
Stadium-Armory,Silver Spring,4.9
Stadium-Armory,Smithsonian,35.8
Stadium-Armory,Southern Avenue,5.1
Stadium-Armory,Stadium-Armory,12.3
Stadium-Armory,Suitland,5.2
Stadium-Armory,Takoma,3.5
Stadium-Armory,Tenleytown-AU,10.3
Stadium-Armory,Twinbrook,5.1
Stadium-Armory,U Street-Cardozo,9.6
Stadium-Armory,Union Station,6.5
Stadium-Armory,Van Dorn Street,2.2
Stadium-Armory,Van Ness-UDC,5
Stadium-Armory,Vienna,3.6
Stadium-Armory,Virginia Square-GMU,3.8
Stadium-Armory,Waterfront,8.5
Stadium-Armory,West Falls Church,10.2
Stadium-Armory,West Hyattsville,0.3
Stadium-Armory,Wheaton,0.2
Stadium-Armory,White Flint,0.5
Stadium-Armory,Woodley Park-Zoo,2.6
Suitland,Addison Road,1
Suitland,Anacostia,100.8
Suitland,Archives-Navy Memorial,246.8
Suitland,Arlington Cemetery,2.6
Suitland,Ballston,38.2
Suitland,Benning Road,5
Suitland,Bethesda,30.2
Suitland,Braddock Road,9.5
Suitland,Branch Avenue,33.1
Suitland,Brookland,25.1
Suitland,Capitol Heights,2.7
Suitland,Capitol South,27.2
Suitland,Cheverly,3.4
Suitland,Clarendon,7.1
Suitland,Cleveland Park,5.3
Suitland,College Park-U of MD,15.9
Suitland,Columbia Heights,66.5
Suitland,Congress Heights,23.7
Suitland,Court House,15.6
Suitland,Crystal City,55.1
Suitland,Deanwood,3
Suitland,Dunn Loring,16.1
Suitland,Dupont Circle,61.4
Suitland,East Falls Church,4.3
Suitland,Eastern Market,8
Suitland,Eisenhower Avenue,7
Suitland,Farragut North,124
Suitland,Farragut West,180.1
Suitland,Federal Center SW,38.3
Suitland,Federal Triangle,102
Suitland,Foggy Bottom,115.9
Suitland,Forest Glen,3.6
Suitland,Fort Totten,28.8
Suitland,Franconia-Springfield,9.1
Suitland,Friendship Heights,34.6
Suitland,Gallery Place-Chinatown,245.5
Suitland,Georgia Avenue-Petworth,27
Suitland,Glenmont,3.8
Suitland,Greenbelt,19.7
Suitland,Grosvenor,4.1
Suitland,Huntington,10.6
Suitland,Judiciary Square,67.2
Suitland,King Street,24.7
Suitland,Landover,3.5
Suitland,Largo Town Center,5.8
Suitland,L'Enfant Plaza,286.9
Suitland,McPherson Square,143.3
Suitland,Medical Center,52.6
Suitland,Metro Center,122.9
Suitland,Minnesota Avenue,13.2
Suitland,Morgan Blvd.,1.9
Suitland,Mt. Vernon Square-UDC,36
Suitland,Navy Yard,107
Suitland,Naylor Road,33
Suitland,New Carrollton,24.1
Suitland,New York Ave,45.7
Suitland,Pentagon,101.1
Suitland,Pentagon City,41
Suitland,Potomac Avenue,5.9
Suitland,Prince George's Plaza,26.8
Suitland,Reagan Washington National Airport,12.6
Suitland,Rhode Island Avenue,20.9
Suitland,Rockville,8.4
Suitland,Rosslyn,60.7
Suitland,Shady Grove,17.4
Suitland,Shaw-Howard University,35.6
Suitland,Silver Spring,50.3
Suitland,Smithsonian,60.8
Suitland,Southern Avenue,26
Suitland,Stadium-Armory,9.9
Suitland,Suitland,10.2
Suitland,Takoma,8.2
Suitland,Tenleytown-AU,24.6
Suitland,Twinbrook,7.6
Suitland,U Street-Cardozo,28.5
Suitland,Union Station,140.1
Suitland,Van Dorn Street,4
Suitland,Van Ness-UDC,14.8
Suitland,Vienna,9
Suitland,Virginia Square-GMU,8.9
Suitland,Waterfront,22.9
Suitland,West Falls Church,30.9
Suitland,West Hyattsville,3.6
Suitland,Wheaton,10.7
Suitland,White Flint,20.7
Suitland,Woodley Park-Zoo,13.6
Takoma,Addison Road,1.3
Takoma,Anacostia,16.3
Takoma,Archives-Navy Memorial,8.2
Takoma,Arlington Cemetery,0.6
Takoma,Ballston,33.5
Takoma,Benning Road,2.9
Takoma,Bethesda,12.4
Takoma,Braddock Road,4
Takoma,Branch Avenue,3.2
Takoma,Brookland,67.1
Takoma,Capitol Heights,1
Takoma,Capitol South,25.5
Takoma,Cheverly,0.5
Takoma,Clarendon,4.2
Takoma,Cleveland Park,2.7
Takoma,College Park-U of MD,15.9
Takoma,Columbia Heights,36
Takoma,Congress Heights,3.6
Takoma,Court House,13.5
Takoma,Crystal City,39
Takoma,Deanwood,1.3
Takoma,Dunn Loring,5.7
Takoma,Dupont Circle,208.5
Takoma,East Falls Church,1.9
Takoma,Eastern Market,13
Takoma,Eisenhower Avenue,3
Takoma,Farragut North,565.9
Takoma,Farragut West,40.9
Takoma,Federal Center SW,29.5
Takoma,Federal Triangle,49.2
Takoma,Foggy Bottom,113.9
Takoma,Forest Glen,6.7
Takoma,Fort Totten,18.4
Takoma,Franconia-Springfield,4.9
Takoma,Friendship Heights,17.3
Takoma,Gallery Place-Chinatown,157.7
Takoma,Georgia Avenue-Petworth,7.6
Takoma,Glenmont,14.6
Takoma,Greenbelt,9.8
Takoma,Grosvenor,0.8
Takoma,Huntington,2.9
Takoma,Judiciary Square,217.6
Takoma,King Street,23.4
Takoma,Landover,2.1
Takoma,Largo Town Center,2.6
Takoma,L'Enfant Plaza,110.5
Takoma,McPherson Square,57.3
Takoma,Medical Center,10.5
Takoma,Metro Center,346.5
Takoma,Minnesota Avenue,6.6
Takoma,Morgan Blvd.,0.6
Takoma,Mt. Vernon Square-UDC,10.5
Takoma,Navy Yard,32.4
Takoma,Naylor Road,2.1
Takoma,New Carrollton,1.9
Takoma,New York Ave,92.3
Takoma,Pentagon,25.1
Takoma,Pentagon City,12.3
Takoma,Potomac Avenue,3.1
Takoma,Prince George's Plaza,10.6
Takoma,Reagan Washington National Airport,19.4
Takoma,Rhode Island Avenue,42.1
Takoma,Rockville,6.2
Takoma,Rosslyn,52.2
Takoma,Shady Grove,8.2
Takoma,Shaw-Howard University,8.7
Takoma,Silver Spring,85.8
Takoma,Smithsonian,73.5
Takoma,Southern Avenue,3.9
Takoma,Stadium-Armory,2.5
Takoma,Suitland,9.5
Takoma,Takoma,8.6
Takoma,Tenleytown-AU,36.4
Takoma,Twinbrook,1.1
Takoma,U Street-Cardozo,21.9
Takoma,Union Station,370.8
Takoma,Van Dorn Street,2.3
Takoma,Van Ness-UDC,18.2
Takoma,Vienna,5
Takoma,Virginia Square-GMU,10
Takoma,Waterfront,13.8
Takoma,West Falls Church,10.8
Takoma,West Hyattsville,4.3
Takoma,Wheaton,28.5
Takoma,White Flint,2
Takoma,Woodley Park-Zoo,17.2
Tenleytown-AU,Addison Road,1.9
Tenleytown-AU,Anacostia,2.5
Tenleytown-AU,Archives-Navy Memorial,7.7
Tenleytown-AU,Arlington Cemetery,0.4
Tenleytown-AU,Ballston,5.6
Tenleytown-AU,Benning Road,1
Tenleytown-AU,Bethesda,110.3
Tenleytown-AU,Braddock Road,1.8
Tenleytown-AU,Branch Avenue,0.2
Tenleytown-AU,Brookland,7.9
Tenleytown-AU,Capitol Heights,0.4
Tenleytown-AU,Capitol South,48.5
Tenleytown-AU,Cheverly,0.5
Tenleytown-AU,Clarendon,0.7
Tenleytown-AU,Cleveland Park,7.9
Tenleytown-AU,College Park-U of MD,3.5
Tenleytown-AU,Columbia Heights,1.7
Tenleytown-AU,Congress Heights,2.9
Tenleytown-AU,Court House,3.7
Tenleytown-AU,Crystal City,9.7
Tenleytown-AU,Deanwood,0.2
Tenleytown-AU,Dunn Loring,0.9
Tenleytown-AU,Dupont Circle,110.6
Tenleytown-AU,East Falls Church,0.5
Tenleytown-AU,Eastern Market,3.8
Tenleytown-AU,Eisenhower Avenue,1.5
Tenleytown-AU,Farragut North,375.1
Tenleytown-AU,Farragut West,2.8
Tenleytown-AU,Federal Center SW,29
Tenleytown-AU,Federal Triangle,27.1
Tenleytown-AU,Foggy Bottom,29.2
Tenleytown-AU,Forest Glen,0.6
Tenleytown-AU,Fort Totten,2.6
Tenleytown-AU,Franconia-Springfield,3.8
Tenleytown-AU,Friendship Heights,14.2
Tenleytown-AU,Gallery Place-Chinatown,102.7
Tenleytown-AU,Georgia Avenue-Petworth,1.5
Tenleytown-AU,Glenmont,0.2
Tenleytown-AU,Greenbelt,1.7
Tenleytown-AU,Grosvenor,8.1
Tenleytown-AU,Huntington,1
Tenleytown-AU,Judiciary Square,105.1
Tenleytown-AU,King Street,11.4
Tenleytown-AU,Landover,1.1
Tenleytown-AU,Largo Town Center,1.1
Tenleytown-AU,L'Enfant Plaza,34.7
Tenleytown-AU,McPherson Square,13.7
Tenleytown-AU,Medical Center,82.2
Tenleytown-AU,Metro Center,226.6
Tenleytown-AU,Minnesota Avenue,2.3
Tenleytown-AU,Morgan Blvd.,0.4
Tenleytown-AU,Mt. Vernon Square-UDC,4
Tenleytown-AU,Navy Yard,13.8
Tenleytown-AU,Naylor Road,0.3
Tenleytown-AU,New Carrollton,1.9
Tenleytown-AU,New York Ave,20.5
Tenleytown-AU,Pentagon,12.4
Tenleytown-AU,Pentagon City,6.6
Tenleytown-AU,Potomac Avenue,1.3
Tenleytown-AU,Prince George's Plaza,0.7
Tenleytown-AU,Reagan Washington National Airport,12.2
Tenleytown-AU,Rhode Island Avenue,3.3
Tenleytown-AU,Rockville,17.4
Tenleytown-AU,Rosslyn,18.7
Tenleytown-AU,Shady Grove,19.7
Tenleytown-AU,Shaw-Howard University,2.6
Tenleytown-AU,Silver Spring,7.2
Tenleytown-AU,Smithsonian,28
Tenleytown-AU,Southern Avenue,0.3
Tenleytown-AU,Stadium-Armory,2.8
Tenleytown-AU,Suitland,4.7
Tenleytown-AU,Takoma,2.6
Tenleytown-AU,Tenleytown-AU,6.2
Tenleytown-AU,Twinbrook,19.5
Tenleytown-AU,U Street-Cardozo,4
Tenleytown-AU,Union Station,166.3
Tenleytown-AU,Van Dorn Street,0.7
Tenleytown-AU,Van Ness-UDC,15.5
Tenleytown-AU,Vienna,1.1
Tenleytown-AU,Virginia Square-GMU,1.5
Tenleytown-AU,Waterfront,5.4
Tenleytown-AU,West Falls Church,2.4
Tenleytown-AU,West Hyattsville,0.3
Tenleytown-AU,Wheaton,0.4
Tenleytown-AU,White Flint,18.4
Tenleytown-AU,Woodley Park-Zoo,12.1
Twinbrook,Addison Road,0.6
Twinbrook,Anacostia,5.3
Twinbrook,Archives-Navy Memorial,4.9
Twinbrook,Arlington Cemetery,1.5
Twinbrook,Ballston,16.5
Twinbrook,Benning Road,1.3
Twinbrook,Bethesda,146.3
Twinbrook,Braddock Road,4
Twinbrook,Branch Avenue,1
Twinbrook,Brookland,8.4
Twinbrook,Capitol Heights,0.3
Twinbrook,Capitol South,15.5
Twinbrook,Cheverly,0.1
Twinbrook,Clarendon,3.6
Twinbrook,Cleveland Park,5.1
Twinbrook,College Park-U of MD,3.8
Twinbrook,Columbia Heights,1.8
Twinbrook,Congress Heights,0.2
Twinbrook,Court House,7.8
Twinbrook,Crystal City,19.4
Twinbrook,Deanwood,0.1
Twinbrook,Dunn Loring,1.8
Twinbrook,Dupont Circle,135.9
Twinbrook,East Falls Church,0.7
Twinbrook,Eastern Market,3.7
Twinbrook,Eisenhower Avenue,1.4
Twinbrook,Farragut North,389.4
Twinbrook,Farragut West,5.9
Twinbrook,Federal Center SW,44.7
Twinbrook,Federal Triangle,34.7
Twinbrook,Foggy Bottom,24.3
Twinbrook,Forest Glen,0.1
Twinbrook,Fort Totten,1
Twinbrook,Franconia-Springfield,3
Twinbrook,Friendship Heights,84.2
Twinbrook,Gallery Place-Chinatown,75.2
Twinbrook,Georgia Avenue-Petworth,0.3
Twinbrook,Glenmont,0
Twinbrook,Greenbelt,0.9
Twinbrook,Grosvenor,8.8
Twinbrook,Huntington,0.2
Twinbrook,Judiciary Square,55.7
Twinbrook,King Street,17.8
Twinbrook,Largo Town Center,0.6
Twinbrook,L'Enfant Plaza,60.1
Twinbrook,McPherson Square,19.9
Twinbrook,Medical Center,368.5
Twinbrook,Metro Center,190
Twinbrook,Minnesota Avenue,0.1
Twinbrook,Mt. Vernon Square-UDC,3.2
Twinbrook,Navy Yard,16
Twinbrook,Naylor Road,1
Twinbrook,New Carrollton,2.5
Twinbrook,New York Ave,21.5
Twinbrook,Pentagon,14.3
Twinbrook,Pentagon City,3.8
Twinbrook,Potomac Avenue,0.2
Twinbrook,Prince George's Plaza,1.3
Twinbrook,Reagan Washington National Airport,11.5
Twinbrook,Rhode Island Avenue,2.2
Twinbrook,Rockville,38.8
Twinbrook,Rosslyn,19
Twinbrook,Shady Grove,61.8
Twinbrook,Shaw-Howard University,1.4
Twinbrook,Silver Spring,1.2
Twinbrook,Smithsonian,48.5
Twinbrook,Southern Avenue,0.1
Twinbrook,Stadium-Armory,0.1
Twinbrook,Suitland,6.5
Twinbrook,Takoma,0.2
Twinbrook,Tenleytown-AU,43
Twinbrook,Twinbrook,6
Twinbrook,U Street-Cardozo,1.2
Twinbrook,Union Station,91.1
Twinbrook,Van Dorn Street,0.8
Twinbrook,Van Ness-UDC,20.1
Twinbrook,Vienna,2.5
Twinbrook,Virginia Square-GMU,1.9
Twinbrook,Waterfront,1.6
Twinbrook,West Falls Church,3.6
Twinbrook,West Hyattsville,0.1
Twinbrook,Wheaton,0
Twinbrook,White Flint,26
Twinbrook,Woodley Park-Zoo,23.9
U Street-Cardozo,Addison Road,2.3
U Street-Cardozo,Anacostia,33.6
U Street-Cardozo,Archives-Navy Memorial,138.2
U Street-Cardozo,Arlington Cemetery,0.6
U Street-Cardozo,Ballston,16.8
U Street-Cardozo,Benning Road,3.1
U Street-Cardozo,Bethesda,18.3
U Street-Cardozo,Braddock Road,11.5
U Street-Cardozo,Branch Avenue,5
U Street-Cardozo,Brookland,11.8
U Street-Cardozo,Capitol Heights,2.1
U Street-Cardozo,Capitol South,86.7
U Street-Cardozo,Cheverly,1.3
U Street-Cardozo,Clarendon,4.6
U Street-Cardozo,Cleveland Park,0.8
U Street-Cardozo,College Park-U of MD,42.9
U Street-Cardozo,Columbia Heights,26.8
U Street-Cardozo,Congress Heights,8.4
U Street-Cardozo,Court House,9.1
U Street-Cardozo,Crystal City,67
U Street-Cardozo,Deanwood,2.5
U Street-Cardozo,Dunn Loring,2.8
U Street-Cardozo,Dupont Circle,8.8
U Street-Cardozo,East Falls Church,2
U Street-Cardozo,Eastern Market,15.1
U Street-Cardozo,Eisenhower Avenue,4.7
U Street-Cardozo,Farragut North,72.7
U Street-Cardozo,Farragut West,13
U Street-Cardozo,Federal Center SW,44.3
U Street-Cardozo,Federal Triangle,10.6
U Street-Cardozo,Foggy Bottom,29.1
U Street-Cardozo,Forest Glen,1.1
U Street-Cardozo,Fort Totten,18
U Street-Cardozo,Franconia-Springfield,3.7
U Street-Cardozo,Friendship Heights,10.3
U Street-Cardozo,Gallery Place-Chinatown,189.1
U Street-Cardozo,Georgia Avenue-Petworth,16.2
U Street-Cardozo,Glenmont,0.6
U Street-Cardozo,Greenbelt,22.4
U Street-Cardozo,Grosvenor,3.7
U Street-Cardozo,Huntington,3.3
U Street-Cardozo,Judiciary Square,36.7
U Street-Cardozo,King Street,45
U Street-Cardozo,Landover,2.9
U Street-Cardozo,Largo Town Center,2.8
U Street-Cardozo,L'Enfant Plaza,186.6
U Street-Cardozo,McPherson Square,2.7
U Street-Cardozo,Medical Center,16.4
U Street-Cardozo,Metro Center,40.8
U Street-Cardozo,Minnesota Avenue,4.7
U Street-Cardozo,Morgan Blvd.,3.3
U Street-Cardozo,Mt. Vernon Square-UDC,40.1
U Street-Cardozo,Navy Yard,74
U Street-Cardozo,Naylor Road,1.6
U Street-Cardozo,New Carrollton,8.4
U Street-Cardozo,New York Ave,12.9
U Street-Cardozo,Pentagon,55
U Street-Cardozo,Pentagon City,24.7
U Street-Cardozo,Potomac Avenue,3.5
U Street-Cardozo,Prince George's Plaza,16.6
U Street-Cardozo,Reagan Washington National Airport,35
U Street-Cardozo,Rhode Island Avenue,10.1
U Street-Cardozo,Rockville,3
U Street-Cardozo,Rosslyn,27.9
U Street-Cardozo,Shady Grove,4.4
U Street-Cardozo,Shaw-Howard University,2.6
U Street-Cardozo,Silver Spring,30.7
U Street-Cardozo,Smithsonian,21.5
U Street-Cardozo,Southern Avenue,9.4
U Street-Cardozo,Stadium-Armory,5.3
U Street-Cardozo,Suitland,30.9
U Street-Cardozo,Takoma,6.8
U Street-Cardozo,Tenleytown-AU,8.5
U Street-Cardozo,Twinbrook,4.2
U Street-Cardozo,U Street-Cardozo,5.8
U Street-Cardozo,Union Station,144.8
U Street-Cardozo,Van Dorn Street,1.3
U Street-Cardozo,Van Ness-UDC,3.9
U Street-Cardozo,Vienna,2.2
U Street-Cardozo,Virginia Square-GMU,0.9
U Street-Cardozo,Waterfront,22
U Street-Cardozo,West Falls Church,5.2
U Street-Cardozo,West Hyattsville,7.8
U Street-Cardozo,Wheaton,2
U Street-Cardozo,White Flint,2.7
U Street-Cardozo,Woodley Park-Zoo,2.6
Union Station,Addison Road,3.6
Union Station,Anacostia,34.2
Union Station,Archives-Navy Memorial,60.9
Union Station,Arlington Cemetery,9.3
Union Station,Ballston,87.2
Union Station,Benning Road,2.3
Union Station,Bethesda,153.6
Union Station,Braddock Road,23.7
Union Station,Branch Avenue,7.3
Union Station,Brookland,150.5
Union Station,Capitol Heights,1.8
Union Station,Capitol South,7.5
Union Station,Cheverly,1
Union Station,Clarendon,23.9
Union Station,Cleveland Park,13.9
Union Station,College Park-U of MD,21.5
Union Station,Columbia Heights,35.5
Union Station,Congress Heights,7.5
Union Station,Court House,50.7
Union Station,Crystal City,198.7
Union Station,Deanwood,0.9
Union Station,Dunn Loring,21.4
Union Station,Dupont Circle,436.7
Union Station,East Falls Church,4.8
Union Station,Eastern Market,5.1
Union Station,Eisenhower Avenue,14.7
Union Station,Farragut North,1711.3
Union Station,Farragut West,176.8
Union Station,Federal Center SW,109.8
Union Station,Federal Triangle,220.2
Union Station,Foggy Bottom,261.1
Union Station,Forest Glen,11.4
Union Station,Fort Totten,44.6
Union Station,Franconia-Springfield,25.2
Union Station,Friendship Heights,82.2
Union Station,Gallery Place-Chinatown,673.3
Union Station,Georgia Avenue-Petworth,16.2
Union Station,Glenmont,11.5
Union Station,Greenbelt,11.7
Union Station,Grosvenor,15.1
Union Station,Huntington,10
Union Station,Judiciary Square,560.9
Union Station,King Street,76.3
Union Station,Landover,2.8
Union Station,Largo Town Center,3.5
Union Station,L'Enfant Plaza,530.7
Union Station,McPherson Square,265.2
Union Station,Medical Center,144.4
Union Station,Metro Center,956.5
Union Station,Minnesota Avenue,2.8
Union Station,Morgan Blvd.,1.1
Union Station,Mt. Vernon Square-UDC,25.6
Union Station,Navy Yard,107.5
Union Station,Naylor Road,6.1
Union Station,New Carrollton,8
Union Station,New York Ave,313.2
Union Station,Pentagon,296.5
Union Station,Pentagon City,80.8
Union Station,Potomac Avenue,3.1
Union Station,Prince George's Plaza,16
Union Station,Reagan Washington National Airport,36.1
Union Station,Rhode Island Avenue,48
Union Station,Rockville,31
Union Station,Rosslyn,214.8
Union Station,Shady Grove,42.6
Union Station,Shaw-Howard University,26.9
Union Station,Silver Spring,204.2
Union Station,Smithsonian,263
Union Station,Southern Avenue,10
Union Station,Stadium-Armory,3
Union Station,Suitland,37.1
Union Station,Takoma,34.3
Union Station,Tenleytown-AU,144.4
Union Station,Twinbrook,28.2
Union Station,U Street-Cardozo,29.5
Union Station,Union Station,54
Union Station,Van Dorn Street,8.5
Union Station,Van Ness-UDC,76.7
Union Station,Vienna,22.5
Union Station,Virginia Square-GMU,33.7
Union Station,Waterfront,60.2
Union Station,West Falls Church,32
Union Station,West Hyattsville,6.2
Union Station,Wheaton,11.5
Union Station,White Flint,38.7
Union Station,Woodley Park-Zoo,55.5
Van Dorn Street,Addison Road,0.8
Van Dorn Street,Anacostia,5.7
Van Dorn Street,Archives-Navy Memorial,75
Van Dorn Street,Arlington Cemetery,5.8
Van Dorn Street,Ballston,24.5
Van Dorn Street,Benning Road,0.7
Van Dorn Street,Bethesda,11.5
Van Dorn Street,Braddock Road,29.2
Van Dorn Street,Branch Avenue,2.9
Van Dorn Street,Brookland,6.5
Van Dorn Street,Capitol Heights,1.5
Van Dorn Street,Capitol South,45.5
Van Dorn Street,Cheverly,0.2
Van Dorn Street,Clarendon,10.5
Van Dorn Street,Cleveland Park,1.1
Van Dorn Street,College Park-U of MD,1.3
Van Dorn Street,Columbia Heights,7.1
Van Dorn Street,Congress Heights,0.5
Van Dorn Street,Court House,22.4
Van Dorn Street,Crystal City,129.7
Van Dorn Street,Deanwood,0
Van Dorn Street,Dunn Loring,6.8
Van Dorn Street,Dupont Circle,25.4
Van Dorn Street,East Falls Church,5.5
Van Dorn Street,Eastern Market,7
Van Dorn Street,Eisenhower Avenue,7.3
Van Dorn Street,Farragut North,2.8
Van Dorn Street,Farragut West,286.8
Van Dorn Street,Federal Center SW,31.5
Van Dorn Street,Federal Triangle,68.7
Van Dorn Street,Foggy Bottom,144.7
Van Dorn Street,Fort Totten,3.9
Van Dorn Street,Franconia-Springfield,46.8
Van Dorn Street,Friendship Heights,7.2
Van Dorn Street,Gallery Place-Chinatown,65.1
Van Dorn Street,Georgia Avenue-Petworth,2.5
Van Dorn Street,Glenmont,2.2
Van Dorn Street,Greenbelt,2.5
Van Dorn Street,Grosvenor,1.4
Van Dorn Street,Huntington,8.3
Van Dorn Street,Judiciary Square,20.6
Van Dorn Street,King Street,91.2
Van Dorn Street,Landover,0.5
Van Dorn Street,Largo Town Center,2.2
Van Dorn Street,L'Enfant Plaza,121.5
Van Dorn Street,McPherson Square,173.5
Van Dorn Street,Medical Center,11.9
Van Dorn Street,Metro Center,86.5
Van Dorn Street,Minnesota Avenue,2
Van Dorn Street,Morgan Blvd.,0.1
Van Dorn Street,Mt. Vernon Square-UDC,5
Van Dorn Street,Navy Yard,31.2
Van Dorn Street,Naylor Road,0.5
Van Dorn Street,New Carrollton,5.8
Van Dorn Street,New York Ave,25.2
Van Dorn Street,Pentagon,170.9
Van Dorn Street,Pentagon City,34.3
Van Dorn Street,Potomac Avenue,2.8
Van Dorn Street,Prince George's Plaza,2.2
Van Dorn Street,Reagan Washington National Airport,42.8
Van Dorn Street,Rhode Island Avenue,1.2
Van Dorn Street,Rockville,2.7
Van Dorn Street,Rosslyn,106.8
Van Dorn Street,Shady Grove,2.4
Van Dorn Street,Shaw-Howard University,5.5
Van Dorn Street,Silver Spring,10.7
Van Dorn Street,Smithsonian,46.1
Van Dorn Street,Southern Avenue,1.5
Van Dorn Street,Stadium-Armory,4.7
Van Dorn Street,Suitland,6
Van Dorn Street,Takoma,3
Van Dorn Street,Tenleytown-AU,8
Van Dorn Street,Twinbrook,0.5
Van Dorn Street,U Street-Cardozo,5.1
Van Dorn Street,Union Station,69.9
Van Dorn Street,Van Dorn Street,5.5
Van Dorn Street,Van Ness-UDC,4.5
Van Dorn Street,Vienna,6.5
Van Dorn Street,Virginia Square-GMU,4.4
Van Dorn Street,Waterfront,4.3
Van Dorn Street,West Falls Church,9.5
Van Dorn Street,West Hyattsville,0.5
Van Dorn Street,Wheaton,0.3
Van Dorn Street,White Flint,3.1
Van Dorn Street,Woodley Park-Zoo,5.5
Van Ness-UDC,Addison Road,0.3
Van Ness-UDC,Anacostia,7.9
Van Ness-UDC,Archives-Navy Memorial,9.5
Van Ness-UDC,Arlington Cemetery,1.3
Van Ness-UDC,Ballston,20.8
Van Ness-UDC,Benning Road,2.1
Van Ness-UDC,Bethesda,91.1
Van Ness-UDC,Braddock Road,3.5
Van Ness-UDC,Branch Avenue,1
Van Ness-UDC,Brookland,10.5
Van Ness-UDC,Capitol Heights,0.3
Van Ness-UDC,Capitol South,50.6
Van Ness-UDC,Clarendon,1.7
Van Ness-UDC,Cleveland Park,3.5
Van Ness-UDC,College Park-U of MD,3.2
Van Ness-UDC,Columbia Heights,3.3
Van Ness-UDC,Congress Heights,2.4
Van Ness-UDC,Court House,10.8
Van Ness-UDC,Crystal City,21.6
Van Ness-UDC,Deanwood,1.4
Van Ness-UDC,Dunn Loring,2.7
Van Ness-UDC,Dupont Circle,226.9
Van Ness-UDC,East Falls Church,0.6
Van Ness-UDC,Eastern Market,8.9
Van Ness-UDC,Eisenhower Avenue,0.5
Van Ness-UDC,Farragut North,696.5
Van Ness-UDC,Farragut West,5.3
Van Ness-UDC,Federal Center SW,52.4
Van Ness-UDC,Federal Triangle,35.7
Van Ness-UDC,Foggy Bottom,35.6
Van Ness-UDC,Forest Glen,0.7
Van Ness-UDC,Fort Totten,0.9
Van Ness-UDC,Franconia-Springfield,1.2
Van Ness-UDC,Friendship Heights,43.3
Van Ness-UDC,Gallery Place-Chinatown,118.2
Van Ness-UDC,Georgia Avenue-Petworth,1.6
Van Ness-UDC,Glenmont,0.1
Van Ness-UDC,Greenbelt,1.6
Van Ness-UDC,Grosvenor,3
Van Ness-UDC,Huntington,1
Van Ness-UDC,Judiciary Square,121.6
Van Ness-UDC,King Street,11.2
Van Ness-UDC,Landover,0.6
Van Ness-UDC,Largo Town Center,0.8
Van Ness-UDC,L'Enfant Plaza,71.4
Van Ness-UDC,McPherson Square,18
Van Ness-UDC,Medical Center,99.4
Van Ness-UDC,Metro Center,361.8
Van Ness-UDC,Minnesota Avenue,1.6
Van Ness-UDC,Morgan Blvd.,0
Van Ness-UDC,Mt. Vernon Square-UDC,5.6
Van Ness-UDC,Navy Yard,26.5
Van Ness-UDC,Naylor Road,0.8
Van Ness-UDC,New Carrollton,4.7
Van Ness-UDC,New York Ave,22.1
Van Ness-UDC,Pentagon,16.2
Van Ness-UDC,Pentagon City,8
Van Ness-UDC,Potomac Avenue,0.4
Van Ness-UDC,Prince George's Plaza,1.8
Van Ness-UDC,Reagan Washington National Airport,15.5
Van Ness-UDC,Rhode Island Avenue,3
Van Ness-UDC,Rockville,19.3
Van Ness-UDC,Rosslyn,34.4
Van Ness-UDC,Shady Grove,13.8
Van Ness-UDC,Shaw-Howard University,2.5
Van Ness-UDC,Silver Spring,16.9
Van Ness-UDC,Smithsonian,55.4
Van Ness-UDC,Southern Avenue,2.1
Van Ness-UDC,Stadium-Armory,5.6
Van Ness-UDC,Suitland,13.2
Van Ness-UDC,Takoma,1.7
Van Ness-UDC,Tenleytown-AU,47.6
Van Ness-UDC,Twinbrook,17.3
Van Ness-UDC,U Street-Cardozo,3.4
Van Ness-UDC,Union Station,189.6
Van Ness-UDC,Van Dorn Street,1
Van Ness-UDC,Van Ness-UDC,4.4
Van Ness-UDC,Vienna,3.5
Van Ness-UDC,Virginia Square-GMU,4.5
Van Ness-UDC,Waterfront,8
Van Ness-UDC,West Falls Church,6.5
Van Ness-UDC,West Hyattsville,1.2
