Ent Station,Ext Station,"Riders, Average Weekday, May 2012"
Van Ness-UDC,Wheaton,0.4
Van Ness-UDC,White Flint,19.1
Van Ness-UDC,Woodley Park-Zoo,16.8
Vienna,Addison Road,1.6
Vienna,Anacostia,9.2
Vienna,Archives-Navy Memorial,55.9
Vienna,Arlington Cemetery,11.8
Vienna,Ballston,460.7
Vienna,Benning Road,2.5
Vienna,Bethesda,21.3
Vienna,Braddock Road,12.5
Vienna,Branch Avenue,3.5
Vienna,Brookland,27.7
Vienna,Capitol Heights,0.7
Vienna,Capitol South,174.8
Vienna,Cheverly,1.2
Vienna,Clarendon,127.3
Vienna,Cleveland Park,4
Vienna,College Park-U of MD,9.3
Vienna,Columbia Heights,9.4
Vienna,Congress Heights,1.8
Vienna,Court House,194.6
Vienna,Crystal City,195.6
Vienna,Deanwood,0.8
Vienna,Dunn Loring,71.3
Vienna,Dupont Circle,71.7
Vienna,East Falls Church,20.4
Vienna,Eastern Market,50.6
Vienna,Eisenhower Avenue,4.2
Vienna,Farragut North,8.4
Vienna,Farragut West,1368.5
Vienna,Federal Center SW,245.8
Vienna,Federal Triangle,507.1
Vienna,Foggy Bottom,735.7
Vienna,Forest Glen,0.4
Vienna,Fort Totten,2.3
Vienna,Franconia-Springfield,8.3
Vienna,Friendship Heights,14.6
Vienna,Gallery Place-Chinatown,229.9
Vienna,Georgia Avenue-Petworth,7.9
Vienna,Glenmont,0.9
Vienna,Greenbelt,5
Vienna,Grosvenor,2.5
Vienna,Huntington,5
Vienna,Judiciary Square,252.9
Vienna,King Street,52.5
Vienna,Landover,1.8
Vienna,Largo Town Center,1.4
Vienna,L'Enfant Plaza,468.2
Vienna,McPherson Square,890.8
Vienna,Medical Center,33.3
Vienna,Metro Center,685.8
Vienna,Minnesota Avenue,9.3
Vienna,Morgan Blvd.,0.5
Vienna,Mt. Vernon Square-UDC,15.2
Vienna,Navy Yard,134.7
Vienna,Naylor Road,1.5
Vienna,New Carrollton,41.8
Vienna,New York Ave,140.8
Vienna,Pentagon,306.5
Vienna,Pentagon City,56.4
Vienna,Potomac Avenue,1.4
Vienna,Prince George's Plaza,4.4
Vienna,Reagan Washington National Airport,40.5
Vienna,Rhode Island Avenue,5.5
Vienna,Rockville,6.3
Vienna,Rosslyn,529.6
Vienna,Shady Grove,5.4
Vienna,Shaw-Howard University,9.5
Vienna,Silver Spring,39.1
Vienna,Smithsonian,374.9
Vienna,Southern Avenue,1.9
Vienna,Stadium-Armory,4.9
Vienna,Suitland,18.9
Vienna,Takoma,8.9
Vienna,Tenleytown-AU,29.4
Vienna,Twinbrook,3.4
Vienna,U Street-Cardozo,9.2
Vienna,Union Station,439.7
Vienna,Van Dorn Street,6.2
Vienna,Van Ness-UDC,16.9
Vienna,Vienna,27.1
Vienna,Virginia Square-GMU,86.2
Vienna,Waterfront,10.5
Vienna,West Falls Church,121.7
Vienna,West Hyattsville,0.8
Vienna,Wheaton,1.8
Vienna,White Flint,7.3
Vienna,Woodley Park-Zoo,22.7
Virginia Square-GMU,Anacostia,0.7
Virginia Square-GMU,Archives-Navy Memorial,9.9
Virginia Square-GMU,Arlington Cemetery,0.5
Virginia Square-GMU,Ballston,7
Virginia Square-GMU,Benning Road,0.1
Virginia Square-GMU,Bethesda,12.3
Virginia Square-GMU,Braddock Road,4.4
Virginia Square-GMU,Branch Avenue,0.5
Virginia Square-GMU,Brookland,7.7
Virginia Square-GMU,Capitol Heights,0
Virginia Square-GMU,Capitol South,48.9
Virginia Square-GMU,Cheverly,0.1
Virginia Square-GMU,Clarendon,9.1
Virginia Square-GMU,Cleveland Park,0.2
Virginia Square-GMU,College Park-U of MD,3.1
Virginia Square-GMU,Columbia Heights,3.2
Virginia Square-GMU,Congress Heights,1
Virginia Square-GMU,Court House,28.8
Virginia Square-GMU,Crystal City,31.9
Virginia Square-GMU,Deanwood,0.1
Virginia Square-GMU,Dunn Loring,7.9
Virginia Square-GMU,Dupont Circle,12.4
Virginia Square-GMU,East Falls Church,3.4
Virginia Square-GMU,Eastern Market,9.8
Virginia Square-GMU,Eisenhower Avenue,0.9
Virginia Square-GMU,Farragut North,1.7
Virginia Square-GMU,Farragut West,300.7
Virginia Square-GMU,Federal Center SW,32.2
Virginia Square-GMU,Federal Triangle,60.1
Virginia Square-GMU,Foggy Bottom,186.5
Virginia Square-GMU,Forest Glen,0.2
Virginia Square-GMU,Fort Totten,0.5
Virginia Square-GMU,Franconia-Springfield,5.4
Virginia Square-GMU,Friendship Heights,3.8
Virginia Square-GMU,Gallery Place-Chinatown,35.7
Virginia Square-GMU,Georgia Avenue-Petworth,0.3
Virginia Square-GMU,Glenmont,0.9
Virginia Square-GMU,Greenbelt,1.2
Virginia Square-GMU,Huntington,0.7
Virginia Square-GMU,Judiciary Square,49
Virginia Square-GMU,King Street,22
Virginia Square-GMU,Landover,1.4
Virginia Square-GMU,Largo Town Center,0.3
Virginia Square-GMU,L'Enfant Plaza,74.7
Virginia Square-GMU,McPherson Square,185
Virginia Square-GMU,Medical Center,2.4
Virginia Square-GMU,Metro Center,144.9
Virginia Square-GMU,Minnesota Avenue,1.9
Virginia Square-GMU,Morgan Blvd.,0.1
Virginia Square-GMU,Mt. Vernon Square-UDC,2
Virginia Square-GMU,Navy Yard,18.7
Virginia Square-GMU,New Carrollton,3.4
Virginia Square-GMU,New York Ave,21.8
Virginia Square-GMU,Pentagon,24.5
Virginia Square-GMU,Pentagon City,8.2
Virginia Square-GMU,Potomac Avenue,0.6
Virginia Square-GMU,Prince George's Plaza,1.2
Virginia Square-GMU,Reagan Washington National Airport,11.6
Virginia Square-GMU,Rhode Island Avenue,0.4
Virginia Square-GMU,Rockville,1.5
Virginia Square-GMU,Rosslyn,103
Virginia Square-GMU,Shady Grove,2.3
Virginia Square-GMU,Shaw-Howard University,0.4
Virginia Square-GMU,Silver Spring,10.1
Virginia Square-GMU,Smithsonian,42.2
Virginia Square-GMU,Southern Avenue,0.1
Virginia Square-GMU,Stadium-Armory,0.3
Virginia Square-GMU,Suitland,6.7
Virginia Square-GMU,Takoma,0.6
Virginia Square-GMU,Tenleytown-AU,7.2
Virginia Square-GMU,Twinbrook,1.4
Virginia Square-GMU,U Street-Cardozo,0.7
Virginia Square-GMU,Union Station,93.5
Virginia Square-GMU,Van Dorn Street,1.4
Virginia Square-GMU,Van Ness-UDC,3.9
Virginia Square-GMU,Vienna,10.5
Virginia Square-GMU,Virginia Square-GMU,3.7
Virginia Square-GMU,Waterfront,2.7
Virginia Square-GMU,West Falls Church,16.1
Virginia Square-GMU,West Hyattsville,0.2
Virginia Square-GMU,Wheaton,0.7
Virginia Square-GMU,White Flint,1.2
Virginia Square-GMU,Woodley Park-Zoo,4.4
Waterfront,Addison Road,1.8
Waterfront,Anacostia,44.6
Waterfront,Archives-Navy Memorial,60.8
Waterfront,Arlington Cemetery,1.2
Waterfront,Ballston,10.5
Waterfront,Benning Road,4.2
Waterfront,Bethesda,16.7
Waterfront,Braddock Road,4
Waterfront,Branch Avenue,3.2
Waterfront,Brookland,11.2
Waterfront,Capitol Heights,1.4
Waterfront,Capitol South,22.5
Waterfront,Cheverly,0.4
Waterfront,Clarendon,4.3
Waterfront,Cleveland Park,2.5
Waterfront,College Park-U of MD,4.9
Waterfront,Columbia Heights,37.3
Waterfront,Congress Heights,6.9
Waterfront,Court House,4.6
Waterfront,Crystal City,20.6
Waterfront,Deanwood,2.7
Waterfront,Dunn Loring,5.4
Waterfront,Dupont Circle,45.6
Waterfront,East Falls Church,1.5
Waterfront,Eastern Market,10.8
Waterfront,Eisenhower Avenue,1.6
Waterfront,Farragut North,52.9
Waterfront,Farragut West,83.6
Waterfront,Federal Center SW,4
Waterfront,Federal Triangle,26.1
Waterfront,Foggy Bottom,52.1
Waterfront,Forest Glen,0.3
Waterfront,Fort Totten,14.7
Waterfront,Franconia-Springfield,4.7
Waterfront,Friendship Heights,11
Waterfront,Gallery Place-Chinatown,77.2
Waterfront,Georgia Avenue-Petworth,19.1
Waterfront,Glenmont,1.3
Waterfront,Greenbelt,4.7
Waterfront,Grosvenor,2.2
Waterfront,Huntington,3.3
Waterfront,Judiciary Square,15.7
Waterfront,King Street,15.1
Waterfront,Landover,1.3
Waterfront,Largo Town Center,2.7
Waterfront,L'Enfant Plaza,39.7
Waterfront,McPherson Square,64.5
Waterfront,Medical Center,12.1
Waterfront,Metro Center,33.4
Waterfront,Minnesota Avenue,6.5
Waterfront,Morgan Blvd.,2
Waterfront,Mt. Vernon Square-UDC,16.4
Waterfront,Navy Yard,25.5
Waterfront,Naylor Road,2.2
Waterfront,New Carrollton,4.1
Waterfront,New York Ave,19.8
Waterfront,Pentagon,20.3
Waterfront,Pentagon City,9.4
Waterfront,Potomac Avenue,2.4
Waterfront,Prince George's Plaza,7.2
Waterfront,Reagan Washington National Airport,11.6
Waterfront,Rhode Island Avenue,10.4
Waterfront,Rockville,4
Waterfront,Rosslyn,20.9
Waterfront,Shady Grove,4.9
Waterfront,Shaw-Howard University,24
Waterfront,Silver Spring,16.6
Waterfront,Smithsonian,10.1
Waterfront,Southern Avenue,9.7
Waterfront,Stadium-Armory,13.7
Waterfront,Suitland,24.4
Waterfront,Takoma,5
Waterfront,Tenleytown-AU,44.1
Waterfront,Twinbrook,5.2
Waterfront,U Street-Cardozo,20.9
Waterfront,Union Station,79.1
Waterfront,Van Dorn Street,0.5
Waterfront,Van Ness-UDC,12
Waterfront,Vienna,2.3
Waterfront,Virginia Square-GMU,1.9
Waterfront,Waterfront,5.5
Waterfront,West Falls Church,7.8
Waterfront,West Hyattsville,2.2
Waterfront,Wheaton,0.5
Waterfront,White Flint,3
Waterfront,Woodley Park-Zoo,4.1
West Falls Church,Addison Road,2.1
West Falls Church,Anacostia,8.5
West Falls Church,Archives-Navy Memorial,37.7
West Falls Church,Arlington Cemetery,2.9
West Falls Church,Ballston,392.5
West Falls Church,Benning Road,0.5
West Falls Church,Bethesda,16.1
West Falls Church,Braddock Road,17.9
West Falls Church,Branch Avenue,2.7
West Falls Church,Brookland,16.9
West Falls Church,Capitol South,138.5
West Falls Church,Clarendon,81.6
West Falls Church,Cleveland Park,4
West Falls Church,College Park-U of MD,5.5
West Falls Church,Columbia Heights,6.5
West Falls Church,Congress Heights,1.5
West Falls Church,Court House,139.9
West Falls Church,Crystal City,142.2
West Falls Church,Deanwood,0.1
West Falls Church,Dunn Loring,50.4
West Falls Church,Dupont Circle,59.7
West Falls Church,East Falls Church,16.4
West Falls Church,Eastern Market,31.1
West Falls Church,Eisenhower Avenue,3.9
West Falls Church,Farragut North,3.6
West Falls Church,Farragut West,964
West Falls Church,Federal Center SW,185.5
West Falls Church,Federal Triangle,335.1
West Falls Church,Foggy Bottom,510.9
West Falls Church,Forest Glen,0.5
West Falls Church,Fort Totten,3
West Falls Church,Franconia-Springfield,8.9
West Falls Church,Friendship Heights,22.1
West Falls Church,Gallery Place-Chinatown,180.5
West Falls Church,Georgia Avenue-Petworth,3.1
West Falls Church,Glenmont,1.2
West Falls Church,Greenbelt,2.5
West Falls Church,Grosvenor,0.5
West Falls Church,Huntington,5.4
West Falls Church,Judiciary Square,177.4
West Falls Church,King Street,49.2
West Falls Church,Landover,1.7
West Falls Church,Largo Town Center,2.1
West Falls Church,L'Enfant Plaza,340.3
West Falls Church,McPherson Square,664.3
West Falls Church,Medical Center,18.2
West Falls Church,Metro Center,472.2
West Falls Church,Minnesota Avenue,3.1
West Falls Church,Morgan Blvd.,0.2
West Falls Church,Mt. Vernon Square-UDC,10.5
West Falls Church,Navy Yard,87.5
West Falls Church,Naylor Road,0.8
West Falls Church,New Carrollton,29
West Falls Church,New York Ave,95
West Falls Church,Pentagon,143.5
West Falls Church,Pentagon City,35.8
West Falls Church,Potomac Avenue,1.5
West Falls Church,Prince George's Plaza,5.2
West Falls Church,Reagan Washington National Airport,22.9
West Falls Church,Rhode Island Avenue,5
West Falls Church,Rockville,4.5
West Falls Church,Rosslyn,348.9
West Falls Church,Shady Grove,6.4
West Falls Church,Shaw-Howard University,10
West Falls Church,Silver Spring,24.9
West Falls Church,Smithsonian,241
West Falls Church,Southern Avenue,1.5
West Falls Church,Stadium-Armory,2.8
West Falls Church,Suitland,12.1
West Falls Church,Takoma,2.6
West Falls Church,Tenleytown-AU,15.8
West Falls Church,Twinbrook,1.9
West Falls Church,U Street-Cardozo,6.3
West Falls Church,Union Station,390.6
West Falls Church,Van Dorn Street,3.5
West Falls Church,Van Ness-UDC,14.5
West Falls Church,Vienna,56.3
West Falls Church,Virginia Square-GMU,57.3
West Falls Church,Waterfront,10.3
West Falls Church,West Falls Church,13.2
West Falls Church,West Hyattsville,0.7
West Falls Church,Wheaton,0.8
West Falls Church,White Flint,4.3
West Falls Church,Woodley Park-Zoo,14.8
West Hyattsville,Addison Road,3.2
West Hyattsville,Anacostia,20.7
West Hyattsville,Archives-Navy Memorial,85.8
West Hyattsville,Arlington Cemetery,0
West Hyattsville,Ballston,16.2
West Hyattsville,Benning Road,1.7
West Hyattsville,Bethesda,9.7
West Hyattsville,Braddock Road,3.5
West Hyattsville,Branch Avenue,7.1
West Hyattsville,Brookland,17
West Hyattsville,Capitol Heights,0.8
West Hyattsville,Capitol South,29.8
West Hyattsville,Cheverly,0.5
West Hyattsville,Clarendon,5.6
West Hyattsville,Cleveland Park,1.9
West Hyattsville,College Park-U of MD,23.7
West Hyattsville,Columbia Heights,144.6
West Hyattsville,Congress Heights,3.7
West Hyattsville,Court House,10.1
West Hyattsville,Crystal City,20.5
West Hyattsville,Deanwood,1.8
West Hyattsville,Dunn Loring,3.2
West Hyattsville,Dupont Circle,50.1
West Hyattsville,East Falls Church,4.4
West Hyattsville,Eastern Market,10.7
West Hyattsville,Eisenhower Avenue,3.2
West Hyattsville,Farragut North,145.6
West Hyattsville,Farragut West,53
West Hyattsville,Federal Center SW,20.5
West Hyattsville,Federal Triangle,37.6
West Hyattsville,Foggy Bottom,76.1
West Hyattsville,Forest Glen,5.4
West Hyattsville,Fort Totten,38
West Hyattsville,Franconia-Springfield,4.1
West Hyattsville,Friendship Heights,15.5
West Hyattsville,Gallery Place-Chinatown,118.3
West Hyattsville,Georgia Avenue-Petworth,58
West Hyattsville,Glenmont,9.8
West Hyattsville,Greenbelt,38.6
West Hyattsville,Grosvenor,0.7
West Hyattsville,Huntington,6.4
West Hyattsville,Judiciary Square,29.7
West Hyattsville,King Street,16.3
West Hyattsville,Landover,0.9
West Hyattsville,Largo Town Center,7
West Hyattsville,L'Enfant Plaza,133.4
West Hyattsville,McPherson Square,38.8
West Hyattsville,Medical Center,10.8
West Hyattsville,Metro Center,99.1
West Hyattsville,Minnesota Avenue,4.6
West Hyattsville,Morgan Blvd.,4
West Hyattsville,Mt. Vernon Square-UDC,47.7
West Hyattsville,Navy Yard,35.7
West Hyattsville,Naylor Road,6.2
West Hyattsville,New Carrollton,2.5
West Hyattsville,New York Ave,38.6
West Hyattsville,Pentagon,36.5
West Hyattsville,Pentagon City,21.8
West Hyattsville,Potomac Avenue,4.3
West Hyattsville,Prince George's Plaza,31
West Hyattsville,Reagan Washington National Airport,10
West Hyattsville,Rhode Island Avenue,15
West Hyattsville,Rockville,4.4
West Hyattsville,Rosslyn,32.9
West Hyattsville,Shady Grove,4.2
West Hyattsville,Shaw-Howard University,34.9
West Hyattsville,Silver Spring,60.3
West Hyattsville,Smithsonian,29.5
West Hyattsville,Southern Avenue,5.5
West Hyattsville,Stadium-Armory,2.3
West Hyattsville,Suitland,11.3
West Hyattsville,Takoma,8.7
West Hyattsville,Tenleytown-AU,15.2
West Hyattsville,Twinbrook,6.1
West Hyattsville,U Street-Cardozo,61.8
West Hyattsville,Union Station,85.1
West Hyattsville,Van Dorn Street,5.2
West Hyattsville,Van Ness-UDC,9.6
West Hyattsville,Vienna,4.8
West Hyattsville,Virginia Square-GMU,3.2
West Hyattsville,Waterfront,21.2
West Hyattsville,West Falls Church,10.4
West Hyattsville,West Hyattsville,4.1
West Hyattsville,Wheaton,20.3
West Hyattsville,White Flint,2.8
West Hyattsville,Woodley Park-Zoo,6.4
Wheaton,Addison Road,2.3
Wheaton,Anacostia,4.5
Wheaton,Archives-Navy Memorial,8.9
Wheaton,Arlington Cemetery,0
Wheaton,Ballston,18.7
Wheaton,Benning Road,1.1
Wheaton,Bethesda,1.9
Wheaton,Braddock Road,6
Wheaton,Branch Avenue,1.9
Wheaton,Brookland,53.4
Wheaton,Capitol Heights,0.8
Wheaton,Capitol South,15.7
Wheaton,Cheverly,0
Wheaton,Clarendon,3.6
Wheaton,Cleveland Park,1.8
Wheaton,College Park-U of MD,13.9
Wheaton,Columbia Heights,20.4
Wheaton,Congress Heights,3.5
Wheaton,Court House,13.9
Wheaton,Crystal City,35
Wheaton,Deanwood,0.3
Wheaton,Dunn Loring,6.6
Wheaton,Dupont Circle,76.8
Wheaton,East Falls Church,0.9
Wheaton,Eastern Market,8.2
Wheaton,Eisenhower Avenue,3.1
Wheaton,Farragut North,310.3
Wheaton,Farragut West,37.5
Wheaton,Federal Center SW,25.9
Wheaton,Federal Triangle,38.9
Wheaton,Foggy Bottom,59.6
Wheaton,Forest Glen,4.4
Wheaton,Fort Totten,15.3
Wheaton,Franconia-Springfield,6.1
Wheaton,Friendship Heights,4.6
Wheaton,Gallery Place-Chinatown,123.7
Wheaton,Georgia Avenue-Petworth,9.2
Wheaton,Glenmont,8.5
Wheaton,Greenbelt,7.1
Wheaton,Grosvenor,0.1
Wheaton,Huntington,3
Wheaton,Judiciary Square,128
Wheaton,King Street,18.7
Wheaton,Landover,1.5
Wheaton,Largo Town Center,1.9
Wheaton,L'Enfant Plaza,96.7
Wheaton,McPherson Square,44
Wheaton,Medical Center,1.1
Wheaton,Metro Center,209.9
Wheaton,Minnesota Avenue,0.9
Wheaton,Morgan Blvd.,0.4
Wheaton,Mt. Vernon Square-UDC,10.3
Wheaton,Navy Yard,33.1
Wheaton,Naylor Road,0.2
Wheaton,New Carrollton,4.6
Wheaton,New York Ave,56.4
Wheaton,Pentagon,25.7
Wheaton,Pentagon City,9.6
Wheaton,Potomac Avenue,0.5
Wheaton,Prince George's Plaza,5.3
Wheaton,Reagan Washington National Airport,8.6
Wheaton,Rhode Island Avenue,15.6
Wheaton,Rockville,0.4
Wheaton,Rosslyn,41.5
Wheaton,Shady Grove,0.5
Wheaton,Shaw-Howard University,10
Wheaton,Silver Spring,71.9
Wheaton,Smithsonian,44.7
Wheaton,Southern Avenue,2.5
Wheaton,Stadium-Armory,0.2
Wheaton,Suitland,4.5
Wheaton,Takoma,16.3
Wheaton,Tenleytown-AU,7
Wheaton,Twinbrook,0.2
Wheaton,U Street-Cardozo,13
Wheaton,Union Station,231.7
Wheaton,Van Dorn Street,3.3
Wheaton,Van Ness-UDC,7
Wheaton,Vienna,4.7
Wheaton,Virginia Square-GMU,5.4
Wheaton,Waterfront,7.7
Wheaton,West Falls Church,7.5
Wheaton,West Hyattsville,4.8
Wheaton,Wheaton,8.5
Wheaton,White Flint,0.2
Wheaton,Woodley Park-Zoo,20
White Flint,Addison Road,1.1
White Flint,Anacostia,2.2
White Flint,Archives-Navy Memorial,3.5
White Flint,Arlington Cemetery,0.1
White Flint,Ballston,11.5
White Flint,Benning Road,0.8
White Flint,Bethesda,91
White Flint,Braddock Road,1.5
White Flint,Branch Avenue,0.6
White Flint,Brookland,3.4
White Flint,Capitol Heights,0.5
White Flint,Capitol South,15.9
White Flint,Cheverly,0.1
White Flint,Clarendon,2.5
White Flint,Cleveland Park,4.4
White Flint,College Park-U of MD,1.3
White Flint,Columbia Heights,0.7
White Flint,Congress Heights,0.1
White Flint,Court House,4.1
White Flint,Crystal City,19.9
White Flint,Deanwood,0.1
White Flint,Dunn Loring,0.6
White Flint,Dupont Circle,107.1
White Flint,East Falls Church,0.1
White Flint,Eastern Market,1.8
White Flint,Eisenhower Avenue,1
White Flint,Farragut North,348.5
White Flint,Farragut West,3.2
White Flint,Federal Center SW,28
White Flint,Federal Triangle,17.7
White Flint,Foggy Bottom,26.4
White Flint,Forest Glen,0.8
White Flint,Fort Totten,0.4
White Flint,Franconia-Springfield,1.9
White Flint,Friendship Heights,48.8
White Flint,Gallery Place-Chinatown,65.9
White Flint,Georgia Avenue-Petworth,0.1
White Flint,Greenbelt,1.6
White Flint,Grosvenor,3.2
White Flint,Huntington,1.2
White Flint,Judiciary Square,48.4
White Flint,King Street,11
White Flint,Landover,0.1
White Flint,Largo Town Center,0.2
White Flint,L'Enfant Plaza,49.7
White Flint,McPherson Square,15
White Flint,Medical Center,137.5
White Flint,Metro Center,170.9
White Flint,Minnesota Avenue,0.5
White Flint,Morgan Blvd.,0.1
White Flint,Mt. Vernon Square-UDC,2.5
White Flint,Navy Yard,6.6
White Flint,Naylor Road,2
White Flint,New Carrollton,1.5
White Flint,New York Ave,14
White Flint,Pentagon,13.3
White Flint,Pentagon City,4
White Flint,Potomac Avenue,0.1
White Flint,Prince George's Plaza,1
White Flint,Reagan Washington National Airport,12.1
White Flint,Rhode Island Avenue,1.6
White Flint,Rockville,26.7
White Flint,Rosslyn,14.8
White Flint,Shady Grove,28.9
White Flint,Shaw-Howard University,2.2
White Flint,Silver Spring,2.4
White Flint,Smithsonian,27.7
White Flint,Southern Avenue,2.1
White Flint,Stadium-Armory,1.7
White Flint,Suitland,5.2
White Flint,Tenleytown-AU,37.1
White Flint,Twinbrook,13.9
White Flint,U Street-Cardozo,1.6
White Flint,Union Station,77.5
White Flint,Van Dorn Street,0
White Flint,Van Ness-UDC,16.3
White Flint,Vienna,2.1
White Flint,Virginia Square-GMU,1
White Flint,Waterfront,4.3
White Flint,West Falls Church,1.7
White Flint,West Hyattsville,0.1
White Flint,Wheaton,0.1
White Flint,White Flint,5.9
White Flint,Woodley Park-Zoo,10.1
Woodley Park-Zoo,Addison Road,0.6
Woodley Park-Zoo,Anacostia,6.6
Woodley Park-Zoo,Archives-Navy Memorial,8.3
Woodley Park-Zoo,Arlington Cemetery,3.3
Woodley Park-Zoo,Ballston,25.6
Woodley Park-Zoo,Benning Road,0.3
Woodley Park-Zoo,Bethesda,177.4
Woodley Park-Zoo,Braddock Road,3
Woodley Park-Zoo,Branch Avenue,0.2
Woodley Park-Zoo,Brookland,11.1
Woodley Park-Zoo,Capitol Heights,1.6
Woodley Park-Zoo,Capitol South,72.1
Woodley Park-Zoo,Cheverly,0.2
Woodley Park-Zoo,Clarendon,3.8
Woodley Park-Zoo,Cleveland Park,5.5
Woodley Park-Zoo,College Park-U of MD,3.5
Woodley Park-Zoo,Columbia Heights,0.4
Woodley Park-Zoo,Congress Heights,1
Woodley Park-Zoo,Court House,10.8
Woodley Park-Zoo,Crystal City,17.5
Woodley Park-Zoo,Deanwood,0.5
Woodley Park-Zoo,Dunn Loring,2.4
Woodley Park-Zoo,Dupont Circle,103.6
Woodley Park-Zoo,East Falls Church,2.5
Woodley Park-Zoo,Eastern Market,13.3
Woodley Park-Zoo,Eisenhower Avenue,1.7
Woodley Park-Zoo,Farragut North,483.7
Woodley Park-Zoo,Farragut West,2.2
Woodley Park-Zoo,Federal Center SW,56.3
Woodley Park-Zoo,Federal Triangle,35.9
Woodley Park-Zoo,Foggy Bottom,26.8
Woodley Park-Zoo,Forest Glen,1.8
Woodley Park-Zoo,Fort Totten,2.3
Woodley Park-Zoo,Franconia-Springfield,1.4
Woodley Park-Zoo,Friendship Heights,76.7
Woodley Park-Zoo,Gallery Place-Chinatown,133.6
Woodley Park-Zoo,Georgia Avenue-Petworth,1
Woodley Park-Zoo,Glenmont,0.5
Woodley Park-Zoo,Greenbelt,0.8
Woodley Park-Zoo,Grosvenor,15.6
Woodley Park-Zoo,Huntington,2.1
Woodley Park-Zoo,Judiciary Square,107.4
Woodley Park-Zoo,King Street,20
Woodley Park-Zoo,Largo Town Center,0.2
Woodley Park-Zoo,L'Enfant Plaza,47.4
Woodley Park-Zoo,McPherson Square,13.8
Woodley Park-Zoo,Medical Center,129.5
Woodley Park-Zoo,Metro Center,323.1
Woodley Park-Zoo,Minnesota Avenue,0.8
Woodley Park-Zoo,Morgan Blvd.,1
Woodley Park-Zoo,Mt. Vernon Square-UDC,4.2
Woodley Park-Zoo,Navy Yard,17.2
Woodley Park-Zoo,Naylor Road,0.2
Woodley Park-Zoo,New Carrollton,3
Woodley Park-Zoo,New York Ave,22.1
Woodley Park-Zoo,Pentagon,19.8
Woodley Park-Zoo,Pentagon City,11.6
Woodley Park-Zoo,Potomac Avenue,2.1
Woodley Park-Zoo,Prince George's Plaza,1.1
Woodley Park-Zoo,Reagan Washington National Airport,20.3
Woodley Park-Zoo,Rhode Island Avenue,2.9
Woodley Park-Zoo,Rockville,23.3
Woodley Park-Zoo,Rosslyn,45.8
Woodley Park-Zoo,Shady Grove,30.1
Woodley Park-Zoo,Shaw-Howard University,0.6
Woodley Park-Zoo,Silver Spring,18.8
Woodley Park-Zoo,Smithsonian,73.9
Woodley Park-Zoo,Southern Avenue,0.5
Woodley Park-Zoo,Stadium-Armory,1.5
Woodley Park-Zoo,Suitland,10.2
Woodley Park-Zoo,Takoma,3.1
Woodley Park-Zoo,Tenleytown-AU,88.5
Woodley Park-Zoo,Twinbrook,19.1
Woodley Park-Zoo,U Street-Cardozo,0.4
Woodley Park-Zoo,Union Station,273.6
Woodley Park-Zoo,Van Dorn Street,1.1
Woodley Park-Zoo,Van Ness-UDC,27.8
Woodley Park-Zoo,Vienna,3.5
Woodley Park-Zoo,Virginia Square-GMU,2.2
